Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
20,44,25,Clayey,Rice,67,31,13,NPK
30,30,60,Black,Wheat,80,6,58,MOP
36,82,50,Sandy,Cotton,61,52,63,Compost
27,35,37,Loamy,Rice,86,85,59,Compost
21,69,37,Red,Cotton,43,54,75,Compost
34,58,22,Clayey,Sugarcane,95,67,23,DAP
33,38,21,Sandy,Rice,74,93,86,Compost
21,87,67,Sandy,Rice,39,47,95,Urea
26,59,58,Sandy,Sugarcane,43,99,67,Compost
38,52,77,Red,Sugarcane,97,88,25,DAP
32,55,20,Sandy,Cotton,86,21,20,NPK
29,70,28,Clayey,Wheat,93,52,97,Compost
39,41,52,Clayey,Maize,54,38,42,MOP
32,64,20,Sandy,Maize,14,25,96,NPK
40,48,32,Sandy,Rice,27,29,48,NPK
33,39,55,Red,Rice,7,47,1,NPK
32,52,58,Black,Sugarcane,25,56,9,NPK
39,65,27,Sandy,Wheat,60,35,25,NPK
33,35,23,Clayey,Sugarcane,64,98,98,Compost
32,37,34,Black,Cotton,86,97,87,Compost
28,68,63,Sandy,Maize,24,51,79,Urea
27,36,30,Clayey,Cotton,55,30,83,MOP
29,30,41,Sandy,Maize,80,70,22,DAP
29,79,74,Sandy,Cotton,88,96,43,Compost
21,69,46,Loamy,Sugarcane,18,17,14,NPK
35,48,38,Clayey,Sugarcane,12,49,91,Urea
36,55,39,Black,Cotton,76,35,37,NPK
34,43,35,Clayey,Cotton,82,9,38,NPK
30,47,72,Red,Maize,8,26,30,NPK
36,60,55,Clayey,Maize,1,36,63,NPK
25,69,49,Black,Maize,69,35,33,NPK
20,32,32,Sandy,Wheat,92,100,53,Compost
29,58,65,Red,Wheat,35,93,93,Urea
38,30,78,Red,Sugarcane,91,71,52,Compost
22,53,20,Loamy,Cotton,20,97,68,Urea
31,56,69,Clayey,Maize,50,75,19,DAP
40,76,64,Sandy,Wheat,90,28,7,NPK
36,81,40,Loamy,Wheat,52,78,5,DAP
33,45,35,Clayey,Sugarcane,61,31,93,MOP
31,55,60,Clayey,Wheat,32,29,22,NPK
20,35,44,Black,Wheat,38,83,73,Urea
31,78,28,Black,Wheat,49,56,23,DAP
21,67,75,Black,Rice,52,54,18,DAP
30,67,29,Red,Cotton,40,50,67,Compost
38,88,43,Clayey,Cotton,7,65,91,Urea
32,45,78,Clayey,Maize,19,17,40,NPK
37,43,70,Clayey,Maize,91,1,65,MOP
26,87,65,Black,Sugarcane,87,24,94,MOP
25,77,67,Black,Rice,5,33,8,NPK
24,38,76,Black,Sugarcane,9,35,25,NPK
26,53,26,Sandy,Sugarcane,68,58,60,Compost
33,71,44,Black,Wheat,63,78,76,Compost
23,47,35,Loamy,Rice,75,100,7,DAP
22,33,66,Loamy,Cotton,58,89,28,DAP
29,78,23,Clayey,Sugarcane,62,82,79,Compost
40,81,62,Clayey,Sugarcane,15,21,77,NPK
28,79,74,Red,Rice,2,93,41,Urea
34,76,55,Red,Maize,32,98,17,NPK
33,53,75,Loamy,Sugarcane,24,0,7,NPK
33,49,57,Clayey,Wheat,59,30,35,NPK
30,42,77,Sandy,Sugarcane,16,53,54,Urea
33,45,79,Black,Maize,99,81,95,Compost
33,50,58,Red,Cotton,79,66,81,Compost
27,71,45,Sandy,Maize,51,33,15,NPK
37,36,45,Clayey,Cotton,39,88,26,NPK
22,64,20,Red,Wheat,51,84,96,Compost
35,34,51,Red,Maize,23,15,93,NPK
27,44,40,Clayey,Maize,26,38,28,NPK
34,39,46,Sandy,Maize,38,44,28,NPK
25,85,36,Loamy,Sugarcane,66,23,80,MOP
29,69,27,Black,Cotton,66,1,19,NPK
30,32,63,Black,Wheat,45,77,31,DAP
29,51,78,Loamy,Maize,37,26,49,NPK
30,62,56,Black,Rice,93,36,70,MOP
20,88,41,Red,Cotton,17,50,68,Urea
26,61,64,Red,Sugarcane,48,69,95,Compost
23,83,29,Sandy,Maize,83,11,61,MOP
39,36,28,Sandy,Maize,76,86,79,Compost
20,68,20,Clayey,Rice,26,76,95,Urea
30,75,43,Clayey,Sugarcane,66,47,66,Compost
36,89,43,Red,Wheat,58,14,90,MOP
21,45,43,Red,Cotton,17,66,47,Urea
40,63,33,Clayey,Sugarcane,84,80,69,Compost
20,50,64,Sandy,Cotton,36,100,22,NPK
36,79,36,Red,Rice,78,14,68,MOP
35,50,25,Red,Rice,61,16,69,MOP
23,37,80,Sandy,Cotton,27,9,26,NPK
37,66,49,Black,Cotton,29,60,82,Urea
26,45,48,Black,Maize,32,46,16,NPK
40,66,28,Sandy,Wheat,82,59,59,Compost
35,40,66,Red,Maize,42,6,65,MOP
27,40,20,Black,Cotton,66,89,60,Compost
22,66,23,Sandy,Maize,63,5,63,MOP
26,73,30,Sandy,Rice,79,90,94,Compost
40,60,75,Loamy,Rice,34,88,90,Urea
22,87,49,Black,Wheat,3,24,17,NPK
23,80,66,Loamy,Sugarcane,92,100,98,Compost
40,71,59,Sandy,Maize,99,15,36,NPK
24,65,61,Sandy,Cotton,26,90,25,NPK
21,81,45,Loamy,Maize,26,78,61,Urea
38,31,62,Red,Rice,23,67,99,Urea
37,60,61,Sandy,Maize,38,80,34,NPK
38,75,51,Loamy,Wheat,61,88,11,DAP
32,34,60,Black,Maize,14,47,90,Urea
34,47,45,Black,Wheat,18,50,68,Urea
25,57,50,Black,Wheat,6,6,61,NPK
24,65,42,Sandy,Wheat,84,51,76,Compost
25,32,41,Sandy,Wheat,85,3,89,MOP
33,50,45,Loamy,Wheat,87,3,48,MOP
21,60,58,Clayey,Wheat,35,78,68,Urea
37,80,36,Sandy,Wheat,7,34,5,NPK
36,61,66,Black,Sugarcane,51,52,4,DAP
26,80,69,Sandy,Cotton,70,47,14,DAP
28,81,59,Loamy,Maize,66,30,76,MOP
27,35,20,Sandy,Rice,81,61,92,Compost
27,41,35,Black,Sugarcane,20,99,93,Urea
34,41,74,Sandy,Sugarcane,49,46,85,Compost
39,50,73,Red,Sugarcane,36,75,88,Urea
40,76,79,Clayey,Sugarcane,52,93,0,DAP
20,36,79,Sandy,Cotton,73,12,15,NPK
40,78,66,Loamy,Rice,98,24,86,MOP
36,55,34,Loamy,Sugarcane,38,45,58,Urea
25,75,38,Sandy,Rice,78,49,95,Compost
40,71,59,Black,Sugarcane,49,78,93,Compost
40,35,26,Sandy,Maize,27,1,32,NPK
35,70,71,Clayey,Wheat,34,52,40,Urea
27,85,71,Black,Maize,59,91,54,Compost
40,48,67,Red,Maize,71,25,50,MOP
37,44,40,Red,Rice,16,0,16,NPK
34,83,22,Loamy,Maize,22,62,83,Urea
36,64,74,Loamy,Sugarcane,55,16,31,NPK
21,72,40,Loamy,Maize,83,14,97,MOP
32,41,41,Clayey,Sugarcane,0,53,81,Urea
36,57,80,Clayey,Sugarcane,68,87,96,Compost
40,75,20,Red,Rice,82,48,49,Compost
32,63,42,Clayey,Cotton,58,49,57,Compost
26,65,64,Black,Sugarcane,67,82,16,DAP
40,33,61,Sandy,Wheat,95,9,76,MOP
32,58,20,Black,Sugarcane,58,36,44,MOP
37,35,68,Black,Rice,80,43,88,Compost
35,74,55,Black,Rice,15,11,43,NPK
20,41,57,Sandy,Wheat,34,88,19,NPK
32,89,46,Sandy,Cotton,100,5,35,NPK
34,70,66,Sandy,Sugarcane,55,75,38,DAP
28,62,35,Black,Wheat,95,82,93,Compost
29,53,44,Red,Sugarcane,40,73,32,DAP
23,52,30,Sandy,Cotton,34,58,67,Urea
30,41,31,Black,Wheat,16,76,41,Urea
34,87,65,Black,Wheat,14,14,28,NPK
24,57,66,Loamy,Maize,86,89,73,Compost
32,80,36,Sandy,Rice,56,82,92,Compost
31,74,36,Clayey,Cotton,20,16,35,NPK
28,36,43,Clayey,Sugarcane,53,94,90,Compost
26,63,63,Sandy,Maize,34,78,30,NPK
34,81,44,Black,Cotton,92,8,56,MOP
30,83,77,Loamy,Rice,26,96,12,NPK
29,67,63,Red,Sugarcane,18,8,41,NPK
27,41,34,Red,Maize,18,85,37,NPK
26,76,44,Loamy,Rice,50,19,5,NPK
36,85,79,Clayey,Sugarcane,35,85,60,Urea
34,72,71,Red,Cotton,33,40,33,NPK
24,51,57,Sandy,Maize,7,80,49,Urea
26,45,72,Red,Rice,48,98,59,Compost
29,54,39,Loamy,Sugarcane,39,25,87,NPK
27,46,23,Sandy,Maize,91,83,16,DAP
37,86,44,Loamy,Cotton,61,14,48,MOP
28,32,80,Red,Cotton,83,100,99,Compost
26,77,28,Red,Wheat,44,82,5,DAP
30,54,51,Black,Sugarcane,51,69,52,Compost
37,36,32,Black,Cotton,1,78,88,Urea
37,86,48,Sandy,Cotton,56,41,79,Compost
31,40,65,Loamy,Maize,91,12,75,MOP
27,90,76,Loamy,Cotton,59,59,66,Compost
24,76,25,Black,Wheat,11,81,16,NPK
39,36,80,Sandy,Wheat,67,5,22,NPK
31,38,21,Sandy,Rice,84,24,15,NPK
30,33,31,Loamy,Sugarcane,70,94,70,Compost
40,68,58,Red,Cotton,81,40,73,Compost
21,34,41,Black,Wheat,10,47,46,Urea
23,74,45,Sandy,Sugarcane,61,1,79,MOP
30,40,53,Clayey,Rice,14,49,8,NPK
39,79,23,Clayey,Maize,67,43,7,DAP
35,71,51,Loamy,Rice,25,0,10,NPK
34,53,70,Black,Sugarcane,15,81,58,Urea
20,89,73,Red,Maize,15,80,46,Urea
25,40,44,Clayey,Cotton,21,84,36,NPK
40,38,80,Loamy,Wheat,60,84,25,DAP
30,41,65,Clayey,Rice,100,54,82,Compost
32,52,70,Loamy,Wheat,30,47,70,Urea
29,32,34,Red,Maize,54,25,6,NPK
22,55,28,Black,Wheat,73,27,25,NPK
34,81,41,Red,Cotton,78,62,49,Compost
21,89,76,Loamy,Rice,50,11,59,MOP
33,41,34,Sandy,Cotton,67,50,78,Compost
39,43,68,Loamy,Maize,32,50,58,Urea
37,73,46,Clayey,Cotton,57,61,2,DAP
33,32,42,Sandy,Sugarcane,9,42,35,NPK
21,84,31,Loamy,Wheat,78,100,50,Compost
31,90,52,Clayey,Maize,44,12,67,MOP
34,60,32,Red,Maize,60,49,32,DAP
37,66,80,Sandy,Sugarcane,51,4,35,NPK
30,48,48,Clayey,Maize,8,69,77,Urea
27,52,26,Clayey,Cotton,23,73,22,NPK
40,89,71,Red,Sugarcane,0,91,47,Urea
31,38,59,Loamy,Wheat,72,37,95,MOP
32,49,32,Clayey,Wheat,50,2,1,NPK
34,89,20,Clayey,Cotton,17,27,35,NPK
30,90,79,Sandy,Rice,90,63,70,Compost
33,37,66,Loamy,Wheat,76,13,85,MOP
37,34,71,Loamy,Maize,28,31,55,NPK
31,82,53,Black,Sugarcane,42,54,9,DAP
28,52,74,Black,Wheat,26,46,2,NPK
31,74,40,Black,Wheat,64,91,75,Compost
20,44,73,Clayey,Cotton,1,30,71,NPK
36,68,39,Clayey,Rice,84,8,81,MOP
29,78,68,Clayey,Sugarcane,27,1,59,NPK
23,45,43,Sandy,Wheat,32,65,28,NPK
29,68,69,Clayey,Rice,87,96,50,Compost
37,45,53,Clayey,Rice,18,29,87,NPK
36,75,25,Black,Cotton,92,11,3,NPK
26,35,79,Clayey,Maize,39,17,61,NPK
26,46,64,Black,Sugarcane,51,38,89,MOP
20,35,43,Clayey,Sugarcane,47,53,32,DAP
24,43,56,Black,Wheat,54,76,52,Compost
39,49,28,Black,Wheat,10,42,92,Urea
36,80,51,Sandy,Maize,25,30,25,NPK
23,67,77,Sandy,Sugarcane,70,83,90,Compost
23,58,80,Black,Maize,4,23,46,NPK
40,82,39,Sandy,Sugarcane,82,49,70,Compost
21,83,20,Loamy,Sugarcane,98,77,29,DAP
26,73,80,Red,Wheat,7,5,92,NPK
26,90,23,Black,Wheat,25,76,24,NPK
23,39,73,Loamy,Sugarcane,29,15,46,NPK
27,60,75,Clayey,Cotton,31,3,26,NPK
33,78,45,Sandy,Wheat,47,52,15,DAP
29,72,78,Black,Cotton,74,98,62,Compost
28,89,43,Loamy,Sugarcane,11,47,59,Urea
33,63,37,Black,Sugarcane,27,18,72,NPK
35,78,35,Black,Sugarcane,66,4,67,MOP
33,69,78,Clayey,Rice,8,81,5,NPK
22,74,63,Sandy,Cotton,56,69,99,Compost
30,30,73,Black,Wheat,77,7,79,MOP
30,79,22,Loamy,Sugarcane,76,64,23,DAP
33,52,49,Clayey,Wheat,27,74,74,Urea
20,71,21,Clayey,Rice,86,65,25,DAP
20,44,28,Loamy,Maize,91,13,28,NPK
39,46,30,Black,Cotton,0,45,84,Urea
40,50,67,Red,Cotton,2,26,1,NPK
39,75,29,Loamy,Cotton,11,62,2,NPK
27,88,71,Clayey,Maize,67,98,19,DAP
28,39,41,Clayey,Rice,30,19,78,NPK
29,85,23,Sandy,Maize,45,28,61,MOP
28,69,51,Black,Cotton,31,2,65,NPK
32,88,75,Clayey,Rice,75,7,76,MOP
33,30,52,Loamy,Wheat,99,27,94,MOP
21,43,35,Red,Maize,74,32,51,MOP
35,78,61,Loamy,Wheat,64,57,100,Compost
21,56,27,Black,Rice,0,39,39,NPK
31,53,66,Black,Wheat,18,82,46,Urea
25,54,45,Red,Maize,56,2,86,MOP
35,46,51,Red,Cotton,67,49,31,DAP
38,78,33,Sandy,Rice,4,15,77,NPK
36,31,37,Black,Maize,26,31,27,NPK
39,81,52,Black,Rice,39,16,48,NPK
20,35,50,Red,Maize,68,100,63,Compost
34,61,55,Sandy,Maize,31,4,86,NPK
23,49,45,Sandy,Sugarcane,19,12,57,NPK
36,45,59,Clayey,Rice,26,32,59,NPK
36,58,46,Clayey,Cotton,51,31,21,NPK
28,53,49,Red,Wheat,43,37,10,NPK
37,72,69,Loamy,Wheat,81,58,86,Compost
21,64,30,Loamy,Cotton,60,28,51,MOP
36,80,67,Red,Rice,32,39,66,NPK
20,62,39,Loamy,Maize,51,90,60,Compost
22,46,37,Loamy,Wheat,11,43,91,Urea
32,56,56,Black,Wheat,70,43,10,DAP
32,70,64,Red,Rice,5,45,47,Urea
28,42,62,Red,Maize,56,34,30,NPK
22,81,80,Red,Wheat,93,62,97,Compost
27,69,64,Black,Maize,56,20,78,MOP
35,84,36,Red,Wheat,60,32,73,MOP
26,71,25,Black,Sugarcane,35,4,13,NPK
37,69,53,Clayey,Cotton,51,49,40,Compost
21,70,45,Red,Sugarcane,96,17,90,MOP
24,90,80,Black,Sugarcane,53,20,100,MOP
32,55,63,Loamy,Wheat,34,27,2,NPK
33,45,36,Loamy,Rice,71,97,92,Compost
36,31,38,Red,Maize,73,17,49,MOP
38,69,59,Black,Wheat,57,32,71,MOP
39,77,65,Clayey,Cotton,53,17,69,MOP
32,57,72,Clayey,Wheat,88,83,56,Compost
28,44,32,Sandy,Sugarcane,84,70,83,Compost
38,41,32,Black,Sugarcane,0,92,96,Urea
21,65,34,Loamy,Cotton,85,86,23,DAP
25,71,36,Black,Maize,49,7,70,MOP
23,30,69,Black,Wheat,54,78,31,DAP
25,49,24,Clayey,Cotton,39,52,76,Urea
37,61,20,Black,Wheat,73,25,90,MOP
35,38,69,Loamy,Maize,35,97,44,Urea
37,73,43,Sandy,Maize,5,73,98,Urea
25,87,55,Clayey,Wheat,79,48,88,Compost
36,47,61,Loamy,Sugarcane,21,62,66,Urea
38,46,63,Black,Cotton,58,16,93,MOP
33,63,48,Red,Sugarcane,69,61,84,Compost
21,53,54,Clayey,Sugarcane,54,13,36,NPK
33,64,74,Sandy,Wheat,4,13,65,NPK
30,39,55,Clayey,Sugarcane,16,40,51,Urea
33,46,77,Black,Maize,20,94,39,NPK
28,78,61,Sandy,Rice,11,46,21,NPK
38,64,74,Clayey,Cotton,90,57,1,DAP
31,43,35,Loamy,Cotton,35,35,75,NPK
25,66,39,Loamy,Wheat,33,94,71,Urea
29,34,64,Black,Sugarcane,44,3,59,MOP
36,63,35,Clayey,Maize,60,5,91,MOP
23,88,79,Red,Wheat,17,49,23,NPK
35,70,54,Black,Cotton,52,96,36,DAP
37,39,61,Clayey,Sugarcane,66,3,99,MOP
35,52,68,Clayey,Cotton,56,2,38,NPK
25,37,42,Clayey,Sugarcane,22,16,54,NPK
33,51,69,Black,Maize,13,96,10,NPK
40,32,56,Sandy,Cotton,64,83,76,Compost
39,82,30,Clayey,Maize,25,43,100,Urea
20,69,26,Clayey,Cotton,71,75,58,Compost
38,80,38,Black,Cotton,40,12,51,MOP
32,90,20,Black,Rice,76,93,33,DAP
30,70,28,Sandy,Wheat,63,6,65,MOP
24,67,72,Red,Cotton,5,80,55,Urea
33,57,71,Black,Cotton,60,51,66,Compost
27,30,37,Red,Wheat,13,73,36,NPK
39,46,25,Loamy,Sugarcane,81,88,90,Compost
37,45,63,Black,Maize,100,40,43,Compost
25,56,66,Clayey,Cotton,89,12,78,MOP
37,57,33,Sandy,Cotton,51,26,79,MOP
21,66,21,Red,Sugarcane,23,91,27,NPK
25,85,67,Red,Cotton,84,5,64,MOP
25,78,26,Black,Wheat,2,97,46,Urea
25,62,66,Clayey,Cotton,88,40,100,Compost
32,60,34,Black,Sugarcane,82,80,82,Compost
32,53,77,Loamy,Sugarcane,27,61,60,Urea
40,57,46,Red,Cotton,11,13,56,NPK
22,89,20,Red,Cotton,2,27,99,NPK
26,66,60,Black,Rice,8,4,28,NPK
36,54,39,Loamy,Maize,80,45,57,Compost
32,38,61,Red,Rice,29,79,24,NPK
32,37,64,Red,Wheat,80,59,1,DAP
31,32,52,Red,Cotton,96,67,9,DAP
35,37,48,Red,Maize,77,82,20,DAP
31,73,74,Sandy,Maize,14,84,98,Urea
20,63,61,Black,Rice,40,75,33,DAP
22,88,24,Sandy,Wheat,71,3,74,MOP
20,71,29,Clayey,Cotton,21,20,96,NPK
32,55,54,Sandy,Maize,84,53,19,DAP
20,62,22,Clayey,Rice,65,46,27,DAP
36,83,74,Red,Wheat,47,58,24,DAP
34,52,58,Loamy,Cotton,80,41,1,DAP
32,46,56,Black,Rice,96,63,29,DAP
29,85,52,Clayey,Wheat,45,58,24,DAP
26,76,37,Black,Maize,83,65,47,Compost
23,36,24,Clayey,Wheat,34,8,50,NPK
30,83,28,Sandy,Sugarcane,74,3,29,NPK
33,42,32,Black,Maize,33,7,6,NPK
33,54,34,Red,Rice,96,83,11,DAP
38,32,65,Red,Rice,58,55,44,Compost
39,75,29,Black,Maize,16,96,8,NPK
23,58,69,Sandy,Maize,3,87,65,Urea
22,81,73,Red,Cotton,95,26,39,NPK
31,88,61,Loamy,Wheat,96,20,23,NPK
32,46,47,Clayey,Cotton,29,84,65,Urea
23,34,29,Clayey,Cotton,66,33,60,MOP
33,36,24,Clayey,Wheat,17,85,52,Urea
30,84,66,Red,Cotton,81,4,70,MOP
38,41,72,Sandy,Wheat,27,2,97,NPK
27,61,23,Sandy,Sugarcane,16,22,63,NPK
23,79,41,Black,Rice,80,51,83,Compost
37,86,40,Black,Rice,59,6,11,NPK
37,35,45,Clayey,Wheat,19,31,100,NPK
34,36,25,Sandy,Rice,92,77,60,Compost
27,58,71,Red,Wheat,66,70,96,Compost
23,74,57,Loamy,Wheat,34,82,54,Urea
35,35,36,Red,Wheat,79,24,90,MOP
31,89,62,Red,Wheat,3,46,8,NPK
24,78,35,Red,Maize,30,75,50,Urea
40,44,44,Clayey,Sugarcane,7,1,53,NPK
25,72,48,Black,Wheat,81,79,5,DAP
30,52,52,Clayey,Cotton,32,29,100,NPK
40,48,47,Black,Rice,100,9,71,MOP
36,72,46,Red,Rice,56,15,98,MOP
30,57,78,Loamy,Maize,2,15,29,NPK
32,58,62,Red,Rice,80,76,59,Compost
22,58,31,Black,Wheat,83,53,98,Compost
26,79,25,Sandy,Cotton,93,17,70,MOP
39,55,79,Sandy,Rice,9,0,15,NPK
39,40,31,Red,Wheat,19,74,55,Urea
26,58,24,Loamy,Sugarcane,95,74,20,DAP
22,70,32,Black,Wheat,63,55,56,Compost
25,39,45,Loamy,Cotton,86,8,93,MOP
27,85,25,Black,Sugarcane,58,57,24,DAP
23,70,69,Clayey,Cotton,42,18,12,NPK
34,62,36,Red,Maize,98,71,19,DAP
36,54,74,Red,Maize,13,39,38,NPK
20,81,71,Loamy,Wheat,70,52,89,Compost
23,81,24,Clayey,Cotton,51,42,82,Compost
25,47,63,Red,Sugarcane,36,69,94,Urea
33,81,47,Loamy,Cotton,76,85,51,Compost
36,38,57,Clayey,Cotton,71,22,76,MOP
40,88,60,Loamy,Maize,99,19,40,MOP
24,73,48,Clayey,Cotton,11,34,10,NPK
35,70,31,Clayey,Cotton,58,62,82,Compost
38,67,49,Clayey,Maize,83,93,30,DAP
28,39,28,Red,Sugarcane,48,7,43,MOP
24,69,52,Red,Rice,5,33,78,NPK
22,88,55,Black,Sugarcane,38,19,13,NPK
24,52,32,Black,Maize,45,91,0,DAP
35,89,71,Black,Maize,51,23,100,MOP
32,78,72,Sandy,Rice,27,28,51,NPK
22,35,54,Red,Cotton,67,92,15,DAP
26,59,20,Red,Sugarcane,14,94,87,Urea
34,61,65,Black,Cotton,92,87,58,Compost
31,55,29,Sandy,Cotton,66,48,61,Compost
22,77,42,Black,Cotton,51,26,16,NPK
38,52,49,Red,Wheat,53,5,7,NPK
25,76,67,Clayey,Maize,39,47,60,Urea
39,53,68,Loamy,Rice,68,94,32,DAP
23,42,50,Sandy,Sugarcane,28,36,7,NPK
36,39,40,Loamy,Cotton,8,45,60,Urea
39,62,70,Black,Wheat,56,67,20,DAP
36,89,76,Black,Maize,17,91,56,Urea
37,90,62,Black,Wheat,8,16,10,NPK
30,41,65,Red,Wheat,0,64,70,Urea
32,43,40,Loamy,Cotton,40,41,60,Compost
20,70,73,Loamy,Maize,40,15,23,NPK
21,37,47,Red,Rice,16,87,23,NPK
28,33,74,Clayey,Maize,57,74,36,DAP
36,81,55,Sandy,Sugarcane,43,30,85,MOP
34,90,53,Black,Wheat,20,67,59,Urea
35,89,47,Black,Rice,79,89,23,DAP
33,88,79,Clayey,Cotton,20,20,70,NPK
33,43,44,Clayey,Cotton,94,97,89,Compost
39,63,49,Black,Maize,37,40,88,Urea
24,38,54,Red,Sugarcane,47,11,36,NPK
27,43,63,Red,Maize,14,44,68,Urea
35,74,43,Sandy,Maize,32,98,33,NPK
21,76,62,Sandy,Sugarcane,30,82,54,Urea
33,87,22,Clayey,Rice,95,93,78,Compost
23,83,63,Clayey,Sugarcane,33,18,13,NPK
26,32,50,Clayey,Maize,19,39,14,NPK
39,47,66,Sandy,Sugarcane,30,55,2,NPK
39,71,33,Clayey,Sugarcane,83,53,53,Compost
24,36,36,Red,Maize,78,100,99,Compost
24,83,29,Sandy,Wheat,81,30,87,MOP
22,40,54,Red,Wheat,19,80,11,NPK
26,45,49,Red,Rice,54,89,35,DAP
24,89,40,Sandy,Rice,73,46,56,Compost
24,51,62,Clayey,Rice,24,75,81,Urea
38,82,21,Red,Maize,5,15,9,NPK
28,52,37,Loamy,Sugarcane,60,40,75,Compost
20,51,56,Sandy,Maize,75,88,17,DAP
26,83,65,Black,Rice,77,73,73,Compost
31,76,29,Clayey,Sugarcane,53,5,19,NPK
29,38,78,Loamy,Sugarcane,46,57,55,Compost
38,33,74,Loamy,Sugarcane,94,58,27,DAP
26,31,25,Clayey,Sugarcane,57,79,89,Compost
20,32,67,Sandy,Rice,77,86,82,Compost
33,67,38,Clayey,Sugarcane,60,54,40,Compost
32,89,39,Red,Wheat,0,79,61,Urea
38,39,36,Red,Wheat,80,4,41,MOP
32,75,80,Clayey,Rice,94,47,53,Compost
34,67,61,Sandy,Sugarcane,72,10,33,NPK
20,57,74,Sandy,Cotton,54,53,100,Compost
38,36,49,Black,Sugarcane,68,98,1,DAP
25,58,33,Clayey,Sugarcane,81,43,89,Compost
31,36,62,Loamy,Rice,60,5,99,MOP
20,35,80,Black,Maize,23,69,87,Urea
34,40,47,Red,Sugarcane,88,30,67,MOP
38,86,26,Black,Rice,57,71,49,Compost
24,73,50,Black,Wheat,38,77,68,Urea
32,62,31,Black,Cotton,95,83,33,DAP
28,50,70,Loamy,Maize,13,95,66,Urea
32,75,35,Sandy,Sugarcane,18,86,56,Urea
32,76,70,Sandy,Cotton,86,97,95,Compost
37,55,51,Red,Wheat,5,57,5,NPK
38,61,68,Black,Wheat,73,42,54,Compost
32,88,46,Sandy,Cotton,45,78,85,Compost
29,51,49,Loamy,Sugarcane,70,87,31,DAP
32,62,23,Sandy,Wheat,97,28,80,MOP
37,32,35,Clayey,Sugarcane,83,2,85,MOP
30,31,77,Clayey,Sugarcane,58,73,49,Compost
34,49,72,Red,Cotton,87,95,62,Compost
30,83,69,Clayey,Wheat,98,18,12,NPK
30,77,43,Black,Sugarcane,45,93,89,Compost
21,30,43,Clayey,Maize,47,53,9,DAP
35,86,49,Black,Rice,34,8,46,NPK
22,47,64,Sandy,Cotton,73,69,51,Compost
38,87,69,Sandy,Cotton,75,59,66,Compost
25,45,41,Red,Cotton,72,97,83,Compost
27,55,50,Clayey,Maize,81,99,52,Compost
32,68,57,Clayey,Wheat,21,73,54,Urea
35,62,54,Loamy,Wheat,80,32,67,MOP
31,88,34,Sandy,Rice,67,86,86,Compost
20,63,65,Clayey,Sugarcane,71,83,67,Compost
32,48,63,Sandy,Maize,36,40,22,NPK
35,78,42,Red,Wheat,43,2,79,MOP
31,55,31,Black,Rice,10,63,73,Urea
27,70,37,Loamy,Wheat,48,19,90,MOP
31,73,48,Black,Sugarcane,37,19,65,NPK
33,78,41,Loamy,Wheat,65,31,12,NPK
25,43,26,Clayey,Sugarcane,58,32,66,MOP
39,55,40,Sandy,Wheat,50,61,55,Compost
33,61,62,Black,Sugarcane,73,21,72,MOP
27,62,20,Loamy,Maize,55,99,72,Compost
39,63,60,Loamy,Rice,42,81,19,DAP
40,57,71,Red,Maize,37,29,12,NPK
20,71,70,Clayey,Wheat,83,62,3,DAP
39,72,65,Red,Sugarcane,32,88,96,Urea
29,69,62,Sandy,Cotton,93,66,4,DAP
35,64,47,Black,Sugarcane,89,56,36,DAP
21,53,36,Clayey,Wheat,65,25,86,MOP
20,80,73,Sandy,Sugarcane,91,75,50,Compost
21,35,34,Sandy,Cotton,13,7,69,NPK
30,71,76,Clayey,Wheat,38,100,31,NPK
33,68,39,Black,Rice,66,38,44,MOP
37,90,61,Red,Sugarcane,45,5,52,MOP
20,43,25,Loamy,Maize,25,100,66,Urea
30,83,31,Black,Cotton,22,57,38,NPK
39,63,44,Sandy,Sugarcane,94,39,53,MOP
20,55,75,Sandy,Rice,12,9,72,NPK
23,62,40,Clayey,Cotton,85,12,76,MOP
28,66,41,Loamy,Rice,2,26,22,NPK
40,90,59,Clayey,Maize,60,11,39,NPK
23,39,26,Red,Sugarcane,64,69,70,Compost
25,90,76,Black,Wheat,17,47,52,Urea
37,54,73,Sandy,Wheat,19,39,80,NPK
28,56,73,Loamy,Sugarcane,75,62,45,Compost
39,34,40,Loamy,Sugarcane,60,60,27,DAP
32,72,80,Sandy,Wheat,4,1,74,NPK
27,89,26,Red,Maize,88,55,75,Compost
37,56,46,Sandy,Cotton,79,72,21,DAP
37,74,66,Black,Sugarcane,99,52,14,DAP
38,32,75,Clayey,Sugarcane,39,48,3,NPK
34,57,24,Sandy,Wheat,32,33,96,NPK
35,74,55,Black,Sugarcane,20,76,80,Urea
39,75,37,Sandy,Sugarcane,84,57,19,DAP
21,82,47,Red,Cotton,33,52,35,NPK
25,48,40,Clayey,Sugarcane,38,34,57,NPK
26,85,25,Clayey,Maize,59,13,68,MOP
27,61,29,Loamy,Cotton,68,96,96,Compost
32,72,77,Black,Wheat,91,55,38,DAP
21,78,77,Clayey,Wheat,66,91,69,Compost
36,38,58,Red,Sugarcane,98,86,62,Compost
31,86,66,Red,Sugarcane,54,10,100,MOP
28,55,59,Black,Maize,45,30,3,NPK
